,Issue Number,Issue Title,Issue Label,Issue state,Issue Body,Issue Comments
183,389,Optimize insertion sort,[],open,"##  Optimize the performance of insert sort

###  The main problem
If currentIndex is equal to 0, you can abort while

###  validation

#### 1: Create the test file
```bash
touch -p src/algorithms/sorting/insertion-sort/__test__/Performance.test.js
```

#### 2: The file writes the following
```javascript
import InsertionSort from ""../InsertionSort"";

function PerformanceTesting() {
  function initArray() {
    let array = [];
    const max = Math.pow(10, 4.5);
    for (let i = max; i > 0; i--) {
      array.push(i);
    }
    return array;
  }

  const sorter = new InsertionSort();
  const array = initArray();

  let start = Date.now();
  sorter.sort(array);

  const ms = Date.now() - start;
  return ms;
}

describe(""PerformanceTesting"", () => {
  it(""PerformanceTesting times"", () => {
    const InsertionSortMs = PerformanceTesting(InsertionSort);
    console.log(`InsertionSort times: ${InsertionSortMs}ms`);
  });
});
```
#### 3: The results 
#### Has not changed:   6007ms
#### After the changes: 1729ms","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=h1) Report\n> Merging [#389](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #389   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...algorithms/sorting/insertion-sort/InsertionSort.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc29ydGluZy9pbnNlcnRpb24tc29ydC9JbnNlcnRpb25Tb3J0Lmpz) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=footer). Last update [dc1047d...e8d691e](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', '# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=h1) Report\n> Merging [#389](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #389   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...algorithms/sorting/insertion-sort/InsertionSort.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc29ydGluZy9pbnNlcnRpb24tc29ydC9JbnNlcnRpb25Tb3J0Lmpz) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=footer). Last update [dc1047d...e8d691e](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/389?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
184,387,Calculate fibonacci using Matriz,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=h1) Report\n> Merging [#387](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #387   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    150    +1     \n  Lines        2612   2624   +12     \n  Branches      434    437    +3     \n=====================================\n+ Hits         2612   2624   +12\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/math/fibonacci/fibonacciMatriz.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9maWJvbmFjY2kvZmlib25hY2NpTWF0cml6Lmpz) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=footer). Last update [dc1047d...8beadbc](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/387?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
185,384,Update LinkedList.js,[],open,Traversing the list to find the last node and add the new data,[]
186,383,Hamiltonian Path with a directed graph,[],open,"So I have a graph that is directed, all the possible outputs from the calling `hamiltonianCycle(graph);` aren't possible because one or more of the suggested edges don't exist

I've written the graph out long form as a test long form to help with debugging.

```
describe('hamiltonianCycle', () => {
  it('should find hamiltonian paths in graph', () => {
    const vertex6_1 = new GraphVertex('6_1');
    const vertex1_1 = new GraphVertex('1_1');
    const vertex6_3 = new GraphVertex('6_3');
    const vertex5_3 = new GraphVertex('5_3');
    const vertex5_1 = new GraphVertex('5_1');
    const vertex5_6 = new GraphVertex('5_6');
    const vertex6_6 = new GraphVertex('6_6');
    const vertex6_5 = new GraphVertex('6_5');
    const vertex1_5 = new GraphVertex('1_5');
    const vertex1_3 = new GraphVertex('1_3');
    const vertex1_6 = new GraphVertex('1_6');
    const vertex3_3 = new GraphVertex('3_3');
    const vertex3_1 = new GraphVertex('3_1');
    const vertex3_6 = new GraphVertex('3_6');

    const edge1_1_6_1 = new GraphEdge(vertex1_1, vertex6_1);
    const edge6_1_1_1 = new GraphEdge(vertex6_1, vertex1_1);
    const edge6_1_6_3 = new GraphEdge(vertex6_1, vertex6_3);
    const edge6_3_5_3 = new GraphEdge(vertex6_3, vertex5_3);
    const edge6_3_6_1 = new GraphEdge(vertex6_3, vertex6_1);
    const edge5_3_6_3 = new GraphEdge(vertex5_3, vertex6_3);
    const edge5_3_5_1 = new GraphEdge(vertex5_3, vertex5_1);
    const edge5_3_5_6 = new GraphEdge(vertex5_3, vertex5_6);
    const edge5_1_1_1 = new GraphEdge(vertex5_1, vertex1_1);
    const edge5_1_6_1 = new GraphEdge(vertex5_1, vertex6_1);
    const edge5_1_5_6 = new GraphEdge(vertex5_1, vertex5_6);
    const edge5_6_6_6 = new GraphEdge(vertex5_6, vertex6_6);
    const edge5_6_5_1 = new GraphEdge(vertex5_6, vertex5_1);
    const edge6_6_5_6 = new GraphEdge(vertex6_6, vertex5_6);
    const edge6_6_6_5 = new GraphEdge(vertex6_6, vertex6_5);
    const edge6_5_1_5 = new GraphEdge(vertex6_5, vertex1_5);
    const edge6_5_6_6 = new GraphEdge(vertex6_5, vertex6_6);
    const edge1_5_6_5 = new GraphEdge(vertex1_5, vertex6_5);
    const edge1_5_1_3 = new GraphEdge(vertex1_5, vertex1_3);
    const edge1_5_1_6 = new GraphEdge(vertex1_5, vertex1_6);
    const edge1_3_3_3 = new GraphEdge(vertex1_3, vertex3_3);
    const edge1_3_1_6 = new GraphEdge(vertex1_3, vertex1_6);
    const edge3_3_1_3 = new GraphEdge(vertex3_3, vertex1_3);
    const edge3_3_3_1 = new GraphEdge(vertex3_3, vertex3_1);
    const edge3_3_3_6 = new GraphEdge(vertex3_3, vertex3_6);
    const edge3_1_1_1 = new GraphEdge(vertex3_1, vertex1_1);
    const edge3_1_6_1 = new GraphEdge(vertex3_1, vertex6_1);
    const edge3_1_3_6 = new GraphEdge(vertex3_1, vertex3_6);
    const edge3_6_1_6 = new GraphEdge(vertex3_6, vertex1_6);
    const edge3_6_3_1 = new GraphEdge(vertex3_6, vertex3_1);
    const edge1_6_3_6 = new GraphEdge(vertex1_6, vertex3_6);
    const edge1_6_1_3 = new GraphEdge(vertex1_6, vertex1_3);


    const graph = new Graph();
    graph
      .addEdge(edge1_1_6_1)
      .addEdge(edge6_1_1_1)
      .addEdge(edge6_1_6_3)
      .addEdge(edge6_3_5_3)
      .addEdge(edge6_3_6_1)
      .addEdge(edge5_3_6_3)
      .addEdge(edge5_3_5_1)
      .addEdge(edge5_3_5_6)
      .addEdge(edge5_1_1_1)
      .addEdge(edge5_1_6_1)
      .addEdge(edge5_1_5_6)
      .addEdge(edge5_6_6_6)
      .addEdge(edge5_6_5_1)
      .addEdge(edge6_6_5_6)
      .addEdge(edge6_6_6_5)
      .addEdge(edge6_5_1_5)
      .addEdge(edge6_5_6_6)
      .addEdge(edge1_5_6_5)
      .addEdge(edge1_5_1_3)
      .addEdge(edge1_5_1_6)
      .addEdge(edge1_3_3_3)
      .addEdge(edge1_3_1_6)
      .addEdge(edge3_3_1_3)
      .addEdge(edge3_3_3_1)
      .addEdge(edge3_3_3_6)
      .addEdge(edge3_1_1_1)
      .addEdge(edge3_1_6_1)
      .addEdge(edge3_1_3_6)
      .addEdge(edge3_6_1_6)
      .addEdge(edge3_6_3_1)
      .addEdge(edge1_6_3_6)
      .addEdge(edge1_6_1_3);

    const hamiltonianCycleSet = hamiltonianCycle(graph);

    console.log(hamiltonianCycleSet);
    expect(hamiltonianCycleSet.length).toBe(8);
  });
});
```

So I get 8 results in the output. The first path from the array is all good until you get to `3_6` to `3_3` as you can see from the code there is no `edge3_6_3_3`🤷🏻‍♂️am I just miss understanding what this does or am I miss using it?

you can get from `3_3` to `3_6` but not back, which it fine right it's a directional graph. Using a different library I checked for cycles, it said that this graph was one big cycle.

any help would be appreciated.",[]
187,382,Tribonacci Sequence,[],open,"Hello guys! I saw the project and I like so much of maths algorithms. I saw the fibonacci sequence, that is perfect, but I remember of other sequence, the tribonacci sequence, so what I did was implent this and the respectives tests. 

Basically is like fibonacci, but sum the three last elements from sequence. References:

https://brilliant.org/wiki/tribonacci-sequence/
http://mathworld.wolfram.com/TribonacciNumber.html
https://math.stackexchange.com/questions/2280243/tribonacci-sequence-term","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=h1) Report\n> Merging [#382](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #382   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    151    +2     \n  Lines        2612   2626   +14     \n  Branches      434    435    +1     \n=====================================\n+ Hits         2612   2626   +14\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/math/tribonacci/tribonacciNth.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC90cmlib25hY2NpL3RyaWJvbmFjY2lOdGguanM=) | `100% <100%> (ø)` | |\n| [src/algorithms/math/tribonacci/tribonacci.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC90cmlib25hY2NpL3RyaWJvbmFjY2kuanM=) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=footer). Last update [dc1047d...7119baa](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/382?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
188,381,New branch playing with comments,[],open,I am playing with comments to get final results about this,[]
189,380,Bucket sort,[],open,"adding Bucket sort, the algorithm works for the 'sort.testSort()' test, but i'm not sure what the 'testSortWithCustomComparator' and the rest of those mean, or how to implement them. So please feel free to update the sort to work with those. ",[]
190,379,:bug: Fix: #378 Removing Redundant Condition,[],open,"The code will now throw error if someone tries to index values less than 1.
Also code still works for n == 1 case.","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=h1) Report\n> Merging [#379](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **decrease** coverage by `0.07%`.\n> The diff coverage is `50%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=tree)\n\n```diff\n@@            Coverage Diff             @@\n##           master     #379      +/-   ##\n==========================================\n- Coverage     100%   99.92%   -0.08%     \n==========================================\n  Files         149      149              \n  Lines        2612     2612              \n  Branches      434      434              \n==========================================\n- Hits         2612     2610       -2     \n- Misses          0        2       +2\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/math/fibonacci/fibonacciNth.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9maWJvbmFjY2kvZmlib25hY2NpTnRoLmpz) | `90% <50%> (-10%)` | :arrow_down: |\n| [src/algorithms/math/fibonacci/fibonacci.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9maWJvbmFjY2kvZmlib25hY2NpLmpz) | `91.66% <50%> (-8.34%)` | :arrow_down: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=footer). Last update [dc1047d...bf504fc](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', '# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=h1) Report\n> Merging [#379](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #379   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/math/fibonacci/fibonacciNth.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9maWJvbmFjY2kvZmlib25hY2NpTnRoLmpz) | `100% <100%> (ø)` | :arrow_up: |\n| [src/algorithms/math/fibonacci/fibonacci.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9maWJvbmFjY2kvZmlib25hY2NpLmpz) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=footer). Last update [dc1047d...f547721](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/379?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', 'Also added the tests']"
191,378,Redundant condition,[],open,"https://github.com/trekhleb/javascript-algorithms/blob/dc1047df725117c411959692a1ab538f65342b2e/src/algorithms/math/fibonacci/fibonacci.js#L13

This condition is redundant, the while condition covers the case where `n` equals `1`.

p.s- I will exploit this opportunity to say thank you for this repository.","['Actually, if u want to be bolt prof u better check `n` for being greater than or equal to `1`.', 'I created a PR that removes that condition: https://github.com/trekhleb/javascript-algorithms/pull/400\r\n\r\n']"
192,377,Fixed balancing of Avl tree after insertion or deletion,[],open,,[]
193,374,Logo Design,[],open,"Greeting Sir!
I'm a logo designer and can design logo for your project. As visual appearance effect a lot to project so having a unique logo for your project will effect people engagement in your project.
If you want a logo for project,you can inform me and open an issue about logo requirement.",[]
194,373,fix fake code error of traversal,[],open,binary-search-tree fake code error.,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=h1) Report\n> Merging [#373](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #373   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=footer). Last update [dc1047d...e977158](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/373?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
195,372,Algorithm for conversion of binary to decimal and vice versa,[],open,"Hi, good to see javascript data-structures and algorithms stacked at one place. So thought of contributing to it.
I added algorithms for conversion of a binary number to decimal number and vice versa in algorithms/math/binary directory. Let me know if it sounds good.","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=h1) Report\n> Merging [#372](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #372   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    151    +2     \n  Lines        2612   2637   +25     \n  Branches      434    438    +4     \n=====================================\n+ Hits         2612   2637   +25\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/math/binary/decimalToBinary.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9iaW5hcnkvZGVjaW1hbFRvQmluYXJ5Lmpz) | `100% <100%> (ø)` | |\n| [src/algorithms/math/binary/binaryToDecimal.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvbWF0aC9iaW5hcnkvYmluYXJ5VG9EZWNpbWFsLmpz) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=footer). Last update [dc1047d...46be0ac](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/372?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', 'Hi @trekhleb,\r\nAny updates or suggestions on this?']"
196,369,"replaceChild in BinaryTreeNode, the replacementNode's parent is incorrect",[],open,"    const leftNode = new BinaryTreeNode(1);
    const rightNode = new BinaryTreeNode(3);
    const rootNode = new BinaryTreeNode(2);
    rootNode
      .setLeft(leftNode)
      .setRight(rightNode);
    expect(rootNode.traverseInOrder()).toEqual([1, 2, 3]);

    const replacementNode = new BinaryTreeNode(5);
    rightNode.setRight(replacementNode);
    expect(rootNode.traverseInOrder()).toEqual([1, 2, 3, 5]);

    expect(rootNode.replaceChild(rootNode.right, rootNode.right.right)).toBe(true);

    expect(rootNode.right.parent.value).toBe(2); // Expected: 2, but Received: 3

It's better to set replacementNode's parent to this.left/this.right in replaceChild method of BinaryTreeNode",[]
197,368,Adding Luhn algorithm,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=h1) Report\n> Merging [#368](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #368   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    150    +1     \n  Lines        2612   2625   +13     \n  Branches      434    435    +1     \n=====================================\n+ Hits         2612   2625   +13\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...thms/uncategorized/luhn-algorithm/luhnAlgorithm.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvdW5jYXRlZ29yaXplZC9sdWhuLWFsZ29yaXRobS9sdWhuQWxnb3JpdGhtLmpz) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=footer). Last update [dc1047d...a9f92a2](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/368?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', 'Any updates here?  @trekhleb ']"
198,366,Dev,[],open,【Add】 Longest non-repeating substring,[]
